  7%|▋         | 44/592 [00:11<01:29,  6.12it/s, num_gaussians: 660050 | tracking_loss: 17246.4883 | mapping_loss: 0.0453]
  7%|▋         | 44/592 [00:11<01:29,  6.12it/s, num_gaussians: 669087 | tracking_loss: 17565.2051 | mapping_loss: 0.0470]
  8%|▊         | 45/592 [00:11<01:28,  6.15it/s, num_gaussians: 669087 | tracking_loss: 17565.2051 | mapping_loss: 0.0470]
  8%|▊         | 45/592 [00:11<01:28,  6.15it/s, num_gaussians: 672142 | tracking_loss: 19622.7715 | mapping_loss: 0.0933]
  8%|▊         | 46/592 [00:11<01:28,  6.14it/s, num_gaussians: 672142 | tracking_loss: 19622.7715 | mapping_loss: 0.0933]
  8%|▊         | 46/592 [00:11<01:28,  6.14it/s, num_gaussians: 680731 | tracking_loss: 18473.0117 | mapping_loss: 0.0607]
  8%|▊         | 47/592 [00:12<01:29,  6.10it/s, num_gaussians: 680731 | tracking_loss: 18473.0117 | mapping_loss: 0.0607]
  8%|▊         | 47/592 [00:12<01:29,  6.10it/s, num_gaussians: 685398 | tracking_loss: 18696.6445 | mapping_loss: 0.0470]
  8%|▊         | 48/592 [00:12<01:29,  6.08it/s, num_gaussians: 685398 | tracking_loss: 18696.6445 | mapping_loss: 0.0470]
  8%|▊         | 48/592 [00:12<01:29,  6.08it/s, num_gaussians: 688838 | tracking_loss: 20695.1328 | mapping_loss: 0.0640]
  8%|▊         | 49/592 [00:12<01:29,  6.04it/s, num_gaussians: 688838 | tracking_loss: 20695.1328 | mapping_loss: 0.0640]
  8%|▊         | 49/592 [00:12<01:29,  6.04it/s, num_gaussians: 694714 | tracking_loss: 26733.5391 | mapping_loss: 0.0455]
  8%|▊         | 50/592 [00:12<01:29,  6.06it/s, num_gaussians: 694714 | tracking_loss: 26733.5391 | mapping_loss: 0.0455]
  8%|▊         | 50/592 [00:12<01:29,  6.06it/s, num_gaussians: 699156 | tracking_loss: 24825.0840 | mapping_loss: 0.0848]
  9%|▊         | 51/592 [00:12<01:29,  6.06it/s, num_gaussians: 699156 | tracking_loss: 24825.0840 | mapping_loss: 0.0848]
  9%|▊         | 51/592 [00:12<01:29,  6.06it/s, num_gaussians: 702384 | tracking_loss: 21731.0508 | mapping_loss: 0.0598]
  9%|▉         | 52/592 [00:12<01:29,  6.03it/s, num_gaussians: 702384 | tracking_loss: 21731.0508 | mapping_loss: 0.0598]
  9%|▉         | 52/592 [00:12<01:29,  6.03it/s, num_gaussians: 706639 | tracking_loss: 21120.6289 | mapping_loss: 0.0581]
  9%|▉         | 53/592 [00:13<01:30,  5.99it/s, num_gaussians: 706639 | tracking_loss: 21120.6289 | mapping_loss: 0.0581]
  9%|▉         | 53/592 [00:13<01:30,  5.99it/s, num_gaussians: 711308 | tracking_loss: 21291.9219 | mapping_loss: 0.0339]
  9%|▉         | 54/592 [00:13<01:30,  5.98it/s, num_gaussians: 711308 | tracking_loss: 21291.9219 | mapping_loss: 0.0339]
  9%|▉         | 54/592 [00:13<01:30,  5.98it/s, num_gaussians: 713280 | tracking_loss: 21110.3984 | mapping_loss: 0.0845]
  9%|▉         | 55/592 [00:13<01:30,  5.92it/s, num_gaussians: 713280 | tracking_loss: 21110.3984 | mapping_loss: 0.0845]
  9%|▉         | 55/592 [00:13<01:30,  5.92it/s, num_gaussians: 716104 | tracking_loss: 19694.4688 | mapping_loss: 0.0395]
  9%|▉         | 56/592 [00:13<01:31,  5.89it/s, num_gaussians: 716104 | tracking_loss: 19694.4688 | mapping_loss: 0.0395]
  9%|▉         | 56/592 [00:13<01:31,  5.89it/s, num_gaussians: 718468 | tracking_loss: 19548.6309 | mapping_loss: 0.0396]
 10%|▉         | 57/592 [00:13<01:30,  5.89it/s, num_gaussians: 718468 | tracking_loss: 19548.6309 | mapping_loss: 0.0396]
 10%|▉         | 57/592 [00:13<01:30,  5.89it/s, num_gaussians: 722134 | tracking_loss: 17819.8984 | mapping_loss: 0.0660]
 10%|▉         | 58/592 [00:13<01:31,  5.84it/s, num_gaussians: 722134 | tracking_loss: 17819.8984 | mapping_loss: 0.0660]
 10%|▉         | 58/592 [00:13<01:31,  5.84it/s, num_gaussians: 723894 | tracking_loss: 19312.2930 | mapping_loss: 0.0719]
 10%|▉         | 59/592 [00:14<01:31,  5.81it/s, num_gaussians: 723894 | tracking_loss: 19312.2930 | mapping_loss: 0.0719]
 10%|▉         | 59/592 [00:14<01:31,  5.81it/s, num_gaussians: 728451 | tracking_loss: 18214.1348 | mapping_loss: 0.0731]
 10%|█         | 60/592 [00:14<01:31,  5.81it/s, num_gaussians: 728451 | tracking_loss: 18214.1348 | mapping_loss: 0.0731]
 10%|█         | 60/592 [00:14<01:31,  5.81it/s, num_gaussians: 732502 | tracking_loss: 17515.1113 | mapping_loss: 0.0516]
 10%|█         | 61/592 [00:14<01:31,  5.79it/s, num_gaussians: 732502 | tracking_loss: 17515.1113 | mapping_loss: 0.0516]
 10%|█         | 61/592 [00:14<01:31,  5.79it/s, num_gaussians: 736074 | tracking_loss: 30361.2188 | mapping_loss: 0.0269]
 10%|█         | 62/592 [00:14<01:31,  5.80it/s, num_gaussians: 736074 | tracking_loss: 30361.2188 | mapping_loss: 0.0269]
 10%|█         | 62/592 [00:14<01:31,  5.80it/s, num_gaussians: 742036 | tracking_loss: 29262.3750 | mapping_loss: 0.0411]
 11%|█         | 63/592 [00:14<01:32,  5.72it/s, num_gaussians: 742036 | tracking_loss: 29262.3750 | mapping_loss: 0.0411]
 11%|█         | 63/592 [00:14<01:32,  5.72it/s, num_gaussians: 750815 | tracking_loss: 30137.4785 | mapping_loss: 0.0386]
 11%|█         | 64/592 [00:14<01:32,  5.73it/s, num_gaussians: 750815 | tracking_loss: 30137.4785 | mapping_loss: 0.0386]
 11%|█         | 64/592 [00:14<01:32,  5.73it/s, num_gaussians: 755949 | tracking_loss: 27465.5586 | mapping_loss: 0.0431]
 11%|█         | 65/592 [00:15<01:32,  5.73it/s, num_gaussians: 755949 | tracking_loss: 27465.5586 | mapping_loss: 0.0431]
 11%|█         | 65/592 [00:15<01:32,  5.73it/s, num_gaussians: 759480 | tracking_loss: 29152.5781 | mapping_loss: 0.0720]
 11%|█         | 66/592 [00:15<01:31,  5.73it/s, num_gaussians: 759480 | tracking_loss: 29152.5781 | mapping_loss: 0.0720]
 11%|█         | 66/592 [00:15<01:31,  5.73it/s, num_gaussians: 762960 | tracking_loss: 27147.8203 | mapping_loss: 0.0750]
 11%|█▏        | 67/592 [00:15<01:31,  5.74it/s, num_gaussians: 762960 | tracking_loss: 27147.8203 | mapping_loss: 0.0750]
 11%|█▏        | 67/592 [00:15<01:31,  5.74it/s, num_gaussians: 766929 | tracking_loss: 29443.4883 | mapping_loss: 0.0768]
 11%|█▏        | 68/592 [00:15<01:31,  5.73it/s, num_gaussians: 766929 | tracking_loss: 29443.4883 | mapping_loss: 0.0768]
 11%|█▏        | 68/592 [00:15<01:31,  5.73it/s, num_gaussians: 770573 | tracking_loss: 28035.2988 | mapping_loss: 0.0597]
 12%|█▏        | 69/592 [00:15<01:31,  5.73it/s, num_gaussians: 770573 | tracking_loss: 28035.2988 | mapping_loss: 0.0597]
 12%|█▏        | 69/592 [00:15<01:31,  5.73it/s, num_gaussians: 774130 | tracking_loss: 28322.2773 | mapping_loss: 0.0727]
 12%|█▏        | 70/592 [00:15<01:31,  5.73it/s, num_gaussians: 774130 | tracking_loss: 28322.2773 | mapping_loss: 0.0727]
 12%|█▏        | 70/592 [00:15<01:31,  5.73it/s, num_gaussians: 777780 | tracking_loss: 28061.1016 | mapping_loss: 0.0695]
 12%|█▏        | 71/592 [00:16<01:31,  5.72it/s, num_gaussians: 777780 | tracking_loss: 28061.1016 | mapping_loss: 0.0695]
 12%|█▏        | 71/592 [00:16<01:31,  5.72it/s, num_gaussians: 779958 | tracking_loss: 27867.7988 | mapping_loss: 0.0362]
 12%|█▏        | 72/592 [00:16<01:31,  5.70it/s, num_gaussians: 779958 | tracking_loss: 27867.7988 | mapping_loss: 0.0362]
 12%|█▏        | 72/592 [00:16<01:31,  5.70it/s, num_gaussians: 782066 | tracking_loss: 28976.5996 | mapping_loss: 0.0581]
 12%|█▏        | 73/592 [00:16<01:31,  5.68it/s, num_gaussians: 782066 | tracking_loss: 28976.5996 | mapping_loss: 0.0581]
 12%|█▏        | 73/592 [00:16<01:31,  5.68it/s, num_gaussians: 783602 | tracking_loss: 29594.8594 | mapping_loss: 0.0567]
 12%|█▎        | 74/592 [00:16<01:31,  5.68it/s, num_gaussians: 783602 | tracking_loss: 29594.8594 | mapping_loss: 0.0567]
 12%|█▎        | 74/592 [00:16<01:31,  5.68it/s, num_gaussians: 785031 | tracking_loss: 26914.1270 | mapping_loss: 0.0636]
 13%|█▎        | 75/592 [00:16<01:31,  5.66it/s, num_gaussians: 785031 | tracking_loss: 26914.1270 | mapping_loss: 0.0636]
 13%|█▎        | 75/592 [00:16<01:31,  5.66it/s, num_gaussians: 788911 | tracking_loss: 23681.1211 | mapping_loss: 0.0444]
 13%|█▎        | 76/592 [00:17<01:31,  5.62it/s, num_gaussians: 788911 | tracking_loss: 23681.1211 | mapping_loss: 0.0444]
 13%|█▎        | 76/592 [00:17<01:31,  5.62it/s, num_gaussians: 791065 | tracking_loss: 23248.7090 | mapping_loss: 0.0688]
 13%|█▎        | 77/592 [00:17<01:31,  5.60it/s, num_gaussians: 791065 | tracking_loss: 23248.7090 | mapping_loss: 0.0688]
 13%|█▎        | 77/592 [00:17<01:31,  5.60it/s, num_gaussians: 792866 | tracking_loss: 21009.5547 | mapping_loss: 0.0806]
 13%|█▎        | 78/592 [00:17<01:32,  5.57it/s, num_gaussians: 792866 | tracking_loss: 21009.5547 | mapping_loss: 0.0806]
 13%|█▎        | 78/592 [00:17<01:32,  5.57it/s, num_gaussians: 795521 | tracking_loss: 19589.9629 | mapping_loss: 0.0848]
 13%|█▎        | 79/592 [00:17<01:32,  5.56it/s, num_gaussians: 795521 | tracking_loss: 19589.9629 | mapping_loss: 0.0848]
 13%|█▎        | 79/592 [00:17<01:32,  5.56it/s, num_gaussians: 797000 | tracking_loss: 18601.7734 | mapping_loss: 0.0710]
 14%|█▎        | 80/592 [00:17<01:32,  5.52it/s, num_gaussians: 797000 | tracking_loss: 18601.7734 | mapping_loss: 0.0710]
 14%|█▎        | 80/592 [00:17<01:32,  5.52it/s, num_gaussians: 799144 | tracking_loss: 16468.0996 | mapping_loss: 0.0505]
 14%|█▎        | 81/592 [00:17<01:32,  5.53it/s, num_gaussians: 799144 | tracking_loss: 16468.0996 | mapping_loss: 0.0505]
 14%|█▎        | 81/592 [00:17<01:32,  5.53it/s, num_gaussians: 801071 | tracking_loss: 18420.0137 | mapping_loss: 0.0349]
