  9%|▉         | 53/592 [00:34<05:30,  1.63it/s, num_gaussians: 647297 | tracking_loss: 14402.9023 | mapping_loss: 0.0432]
  9%|▉         | 53/592 [00:34<05:30,  1.63it/s, num_gaussians: 649178 | tracking_loss: 14947.5557 | mapping_loss: 0.0256]
  9%|▉         | 54/592 [00:35<05:29,  1.63it/s, num_gaussians: 649178 | tracking_loss: 14947.5557 | mapping_loss: 0.0256]
  9%|▉         | 54/592 [00:35<05:29,  1.63it/s, num_gaussians: 649456 | tracking_loss: 14437.2344 | mapping_loss: 0.0290]
  9%|▉         | 55/592 [00:35<05:30,  1.63it/s, num_gaussians: 649456 | tracking_loss: 14437.2344 | mapping_loss: 0.0290]
  9%|▉         | 55/592 [00:35<05:30,  1.63it/s, num_gaussians: 651575 | tracking_loss: 14442.0078 | mapping_loss: 0.0419]
  9%|▉         | 56/592 [00:36<05:30,  1.62it/s, num_gaussians: 651575 | tracking_loss: 14442.0078 | mapping_loss: 0.0419]
  9%|▉         | 56/592 [00:36<05:30,  1.62it/s, num_gaussians: 652947 | tracking_loss: 15557.6484 | mapping_loss: 0.0454]
 10%|▉         | 57/592 [00:37<05:31,  1.62it/s, num_gaussians: 652947 | tracking_loss: 15557.6484 | mapping_loss: 0.0454]
 10%|▉         | 57/592 [00:37<05:31,  1.62it/s, num_gaussians: 655022 | tracking_loss: 13576.2939 | mapping_loss: 0.0377]
 10%|▉         | 58/592 [00:37<05:31,  1.61it/s, num_gaussians: 655022 | tracking_loss: 13576.2939 | mapping_loss: 0.0377]
 10%|▉         | 58/592 [00:37<05:31,  1.61it/s, num_gaussians: 655947 | tracking_loss: 12951.1475 | mapping_loss: 0.0321]
 10%|▉         | 59/592 [00:38<05:31,  1.61it/s, num_gaussians: 655947 | tracking_loss: 12951.1475 | mapping_loss: 0.0321]
 10%|▉         | 59/592 [00:38<05:31,  1.61it/s, num_gaussians: 659176 | tracking_loss: 11601.7217 | mapping_loss: 0.0407]
 10%|█         | 60/592 [00:39<05:30,  1.61it/s, num_gaussians: 659176 | tracking_loss: 11601.7217 | mapping_loss: 0.0407]
 10%|█         | 60/592 [00:39<05:30,  1.61it/s, num_gaussians: 663697 | tracking_loss: 13865.6562 | mapping_loss: 0.0292]
 10%|█         | 61/592 [00:39<05:29,  1.61it/s, num_gaussians: 663697 | tracking_loss: 13865.6562 | mapping_loss: 0.0292]
 10%|█         | 61/592 [00:39<05:29,  1.61it/s, num_gaussians: 667191 | tracking_loss: 28008.0586 | mapping_loss: 0.0254]
 10%|█         | 62/592 [00:40<05:29,  1.61it/s, num_gaussians: 667191 | tracking_loss: 28008.0586 | mapping_loss: 0.0254]
 10%|█         | 62/592 [00:40<05:29,  1.61it/s, num_gaussians: 673229 | tracking_loss: 27580.7695 | mapping_loss: 0.0411]
 11%|█         | 63/592 [00:40<05:29,  1.61it/s, num_gaussians: 673229 | tracking_loss: 27580.7695 | mapping_loss: 0.0411]
 11%|█         | 63/592 [00:40<05:29,  1.61it/s, num_gaussians: 680584 | tracking_loss: 27890.1328 | mapping_loss: 0.0352]
 11%|█         | 64/592 [00:41<05:29,  1.60it/s, num_gaussians: 680584 | tracking_loss: 27890.1328 | mapping_loss: 0.0352]
 11%|█         | 64/592 [00:41<05:29,  1.60it/s, num_gaussians: 685820 | tracking_loss: 28545.9453 | mapping_loss: 0.0434]
 11%|█         | 65/592 [00:42<05:29,  1.60it/s, num_gaussians: 685820 | tracking_loss: 28545.9453 | mapping_loss: 0.0434]
 11%|█         | 65/592 [00:42<05:29,  1.60it/s, num_gaussians: 688962 | tracking_loss: 27425.5781 | mapping_loss: 0.0341]
 11%|█         | 66/592 [00:42<05:29,  1.59it/s, num_gaussians: 688962 | tracking_loss: 27425.5781 | mapping_loss: 0.0341]
 11%|█         | 66/592 [00:42<05:29,  1.59it/s, num_gaussians: 691885 | tracking_loss: 26785.6191 | mapping_loss: 0.0398]
 11%|█▏        | 67/592 [00:43<05:30,  1.59it/s, num_gaussians: 691885 | tracking_loss: 26785.6191 | mapping_loss: 0.0398]
 11%|█▏        | 67/592 [00:43<05:30,  1.59it/s, num_gaussians: 695535 | tracking_loss: 21933.2168 | mapping_loss: 0.0444]
 11%|█▏        | 68/592 [00:44<05:30,  1.59it/s, num_gaussians: 695535 | tracking_loss: 21933.2168 | mapping_loss: 0.0444]
 11%|█▏        | 68/592 [00:44<05:30,  1.59it/s, num_gaussians: 699880 | tracking_loss: 23202.7969 | mapping_loss: 0.0357]
 12%|█▏        | 69/592 [00:44<05:30,  1.58it/s, num_gaussians: 699880 | tracking_loss: 23202.7969 | mapping_loss: 0.0357]
 12%|█▏        | 69/592 [00:44<05:30,  1.58it/s, num_gaussians: 704126 | tracking_loss: 23543.4316 | mapping_loss: 0.0324]
 12%|█▏        | 70/592 [00:45<05:31,  1.57it/s, num_gaussians: 704126 | tracking_loss: 23543.4316 | mapping_loss: 0.0324]
 12%|█▏        | 70/592 [00:45<05:31,  1.57it/s, num_gaussians: 706177 | tracking_loss: 22392.4336 | mapping_loss: 0.0286]
 12%|█▏        | 71/592 [00:45<05:31,  1.57it/s, num_gaussians: 706177 | tracking_loss: 22392.4336 | mapping_loss: 0.0286]
 12%|█▏        | 71/592 [00:45<05:31,  1.57it/s, num_gaussians: 708101 | tracking_loss: 21740.8574 | mapping_loss: 0.0457]
 12%|█▏        | 72/592 [00:46<05:32,  1.56it/s, num_gaussians: 708101 | tracking_loss: 21740.8574 | mapping_loss: 0.0457]
 12%|█▏        | 72/592 [00:46<05:32,  1.56it/s, num_gaussians: 709185 | tracking_loss: 20736.1582 | mapping_loss: 0.0456]
 12%|█▏        | 73/592 [00:47<05:32,  1.56it/s, num_gaussians: 709185 | tracking_loss: 20736.1582 | mapping_loss: 0.0456]
 12%|█▏        | 73/592 [00:47<05:32,  1.56it/s, num_gaussians: 710593 | tracking_loss: 19599.8281 | mapping_loss: 0.0459]
 12%|█▎        | 74/592 [00:47<05:32,  1.56it/s, num_gaussians: 710593 | tracking_loss: 19599.8281 | mapping_loss: 0.0459]
 12%|█▎        | 74/592 [00:47<05:32,  1.56it/s, num_gaussians: 711948 | tracking_loss: 19619.8535 | mapping_loss: 0.0435]
 13%|█▎        | 75/592 [00:48<05:33,  1.55it/s, num_gaussians: 711948 | tracking_loss: 19619.8535 | mapping_loss: 0.0435]
 13%|█▎        | 75/592 [00:48<05:33,  1.55it/s, num_gaussians: 715040 | tracking_loss: 19731.1895 | mapping_loss: 0.0352]
 13%|█▎        | 76/592 [00:49<05:33,  1.55it/s, num_gaussians: 715040 | tracking_loss: 19731.1895 | mapping_loss: 0.0352]
 13%|█▎        | 76/592 [00:49<05:33,  1.55it/s, num_gaussians: 717039 | tracking_loss: 19947.0449 | mapping_loss: 0.0724]
 13%|█▎        | 77/592 [00:49<05:34,  1.54it/s, num_gaussians: 717039 | tracking_loss: 19947.0449 | mapping_loss: 0.0724]
 13%|█▎        | 77/592 [00:49<05:34,  1.54it/s, num_gaussians: 717709 | tracking_loss: 17201.1133 | mapping_loss: 0.0453]
 13%|█▎        | 78/592 [00:50<05:35,  1.53it/s, num_gaussians: 717709 | tracking_loss: 17201.1133 | mapping_loss: 0.0453]
 13%|█▎        | 78/592 [00:50<05:35,  1.53it/s, num_gaussians: 719741 | tracking_loss: 15949.7686 | mapping_loss: 0.0734]
 13%|█▎        | 79/592 [00:51<05:36,  1.53it/s, num_gaussians: 719741 | tracking_loss: 15949.7686 | mapping_loss: 0.0734]
 13%|█▎        | 79/592 [00:51<05:36,  1.53it/s, num_gaussians: 720951 | tracking_loss: 14791.2051 | mapping_loss: 0.0353]
 14%|█▎        | 80/592 [00:51<05:36,  1.52it/s, num_gaussians: 720951 | tracking_loss: 14791.2051 | mapping_loss: 0.0353]
 14%|█▎        | 80/592 [00:51<05:36,  1.52it/s, num_gaussians: 722314 | tracking_loss: 13377.5859 | mapping_loss: 0.0494]
 14%|█▎        | 81/592 [00:52<05:37,  1.51it/s, num_gaussians: 722314 | tracking_loss: 13377.5859 | mapping_loss: 0.0494]
 14%|█▎        | 81/592 [00:52<05:37,  1.51it/s, num_gaussians: 723331 | tracking_loss: 12314.5146 | mapping_loss: 0.0427]
